date,j,flow_taf
12/31/1922,C116,14.33
1/31/1923,C116,13.808
2/28/1923,C116,12.74
3/31/1923,C116,14.576
4/30/1923,C116,20.25
5/31/1923,C116,47.476
6/30/1923,C116,72.706
7/31/1923,C116,63.622
8/31/1923,C116,37.113
9/30/1923,C116,21.179
10/31/1923,C116,10.189
11/30/1923,C116,8.947
12/31/1923,C116,9.018
1/31/1924,C116,8.697
2/29/1924,C116,8.016
3/31/1924,C116,9.147
4/30/1924,C116,12.65
5/31/1924,C116,29.649
6/30/1924,C116,45.802
7/31/1924,C116,40.34
8/31/1924,C116,23.511
9/30/1924,C116,13.365
10/31/1924,C116,10.934
11/30/1924,C116,9.599
12/31/1924,C116,9.675
1/31/1925,C116,9.328
2/28/1925,C116,8.6
3/31/1925,C116,9.818
4/30/1925,C116,13.589
5/31/1925,C116,31.852
6/30/1925,C116,49.127
7/31/1925,C116,43.217
8/31/1925,C116,25.192
9/30/1925,C116,14.33
10/31/1925,C116,11.61
11/30/1925,C116,10.19
12/31/1925,C116,10.269
1/31/1926,C116,9.901
2/28/1926,C116,9.129
3/31/1926,C116,10.426
4/30/1926,C116,14.44
5/31/1926,C116,33.849
6/30/1926,C116,52.14
7/31/1926,C116,45.825
8/31/1926,C116,26.715
9/30/1926,C116,15.206
10/31/1926,C116,14.484
11/30/1926,C116,12.705
12/31/1926,C116,12.802
1/31/1927,C116,12.337
2/28/1927,C116,11.381
3/31/1927,C116,13.014
4/30/1927,C116,18.063
5/31/1927,C116,42.347
6/30/1927,C116,64.965
7/31/1927,C116,56.923
8/31/1927,C116,33.199
9/30/1927,C116,18.931
10/31/1927,C116,10.55
11/30/1927,C116,9.263
12/31/1927,C116,9.336
1/31/1928,C116,9.003
2/29/1928,C116,8.299
3/31/1928,C116,9.472
4/30/1928,C116,13.105
5/31/1928,C116,30.716
6/30/1928,C116,47.413
7/31/1928,C116,41.734
8/31/1928,C116,24.325
9/30/1928,C116,13.833
10/31/1928,C116,9.125
11/30/1928,C116,8.017
12/31/1928,C116,8.081
1/31/1929,C116,7.795
2/28/1929,C116,7.183
3/31/1929,C116,8.189
4/30/1929,C116,11.309
5/31/1929,C116,26.505
6/30/1929,C116,41.057
7/31/1929,C116,36.234
8/31/1929,C116,21.112
9/30/1929,C116,11.987
10/31/1929,C116,9.32
11/30/1929,C116,8.186
12/31/1929,C116,8.252
1/31/1930,C116,7.96
2/28/1930,C116,7.335
3/31/1930,C116,8.364
4/30/1930,C116,11.554
5/31/1930,C116,27.079
6/30/1930,C116,41.923
7/31/1930,C116,36.983
8/31/1930,C116,21.55
9/30/1930,C116,12.238
10/31/1930,C116,6.501
11/30/1930,C116,5.72
12/31/1930,C116,5.769
1/31/1931,C116,5.57
2/28/1931,C116,5.127
3/31/1931,C116,5.826
4/30/1931,C116,8.001
5/31/1931,C116,18.746
6/30/1931,C116,29.347
7/31/1931,C116,26.1
8/31/1931,C116,15.191
9/30/1931,C116,8.585
10/31/1931,C116,13.021
11/30/1931,C116,11.425
12/31/1931,C116,11.513
1/31/1932,C116,11.097
2/29/1932,C116,10.235
3/31/1932,C116,11.697
4/30/1932,C116,16.219
5/31/1932,C116,38.022
6/30/1932,C116,58.438
7/31/1932,C116,51.274
8/31/1932,C116,29.899
9/30/1932,C116,17.035
10/31/1932,C116,10.881
11/30/1932,C116,9.552
12/31/1932,C116,9.627
1/31/1933,C116,9.283
2/28/1933,C116,8.558
3/31/1933,C116,9.77
4/30/1933,C116,13.521
5/31/1933,C116,31.694
6/30/1933,C116,48.888
7/31/1933,C116,43.01
8/31/1933,C116,25.071
9/30/1933,C116,14.261
10/31/1933,C116,8.554
11/30/1933,C116,7.517
12/31/1933,C116,7.578
1/31/1934,C116,7.311
2/28/1934,C116,6.736
3/31/1934,C116,7.675
4/30/1934,C116,10.589
5/31/1934,C116,24.816
6/30/1934,C116,38.508
7/31/1934,C116,34.028
8/31/1934,C116,19.823
9/30/1934,C116,11.246
10/31/1934,C116,8.921
11/30/1934,C116,8.387
12/31/1934,C116,8.565
1/31/1935,C116,8.942
2/28/1935,C116,7.942
3/31/1935,C116,9.053
4/30/1935,C116,12.851
5/31/1935,C116,27.109
6/30/1935,C116,66.939
7/31/1935,C116,41.062
8/31/1935,C116,24.216
9/30/1935,C116,14.563
10/31/1935,C116,11.524
11/30/1935,C116,9.757
12/31/1935,C116,9.82
1/31/1936,C116,10.025
2/29/1936,C116,10.905
3/31/1936,C116,12.273
4/30/1936,C116,22.39
5/31/1936,C116,47.854
6/30/1936,C116,63.996
7/31/1936,C116,56.634
8/31/1936,C116,31.354
9/30/1936,C116,14.786
10/31/1936,C116,13.409
11/30/1936,C116,11.474
12/31/1936,C116,11.624
1/31/1937,C116,11.509
2/28/1937,C116,12.431
3/31/1937,C116,13.321
4/30/1937,C116,17.695
5/31/1937,C116,63.464
6/30/1937,C116,84.354
7/31/1937,C116,68.218
8/31/1937,C116,31.846
9/30/1937,C116,16.449
10/31/1937,C116,13.334
11/30/1937,C116,10.92
12/31/1937,C116,16.518
1/31/1938,C116,12.38
2/28/1938,C116,12.592
3/31/1938,C116,16.404
4/30/1938,C116,23.989
5/31/1938,C116,60.417
6/30/1938,C116,119.897
7/31/1938,C116,105.688
8/31/1938,C116,62.376
9/30/1938,C116,30.887
10/31/1938,C116,22.482
11/30/1938,C116,16.509
12/31/1938,C116,15.47
1/31/1939,C116,14.464
2/28/1939,C116,12.559
3/31/1939,C116,14.248
4/30/1939,C116,25.54
5/31/1939,C116,38.852
6/30/1939,C116,43.518
7/31/1939,C116,35.877
8/31/1939,C116,26.728
9/30/1939,C116,16.696
10/31/1939,C116,14.861
11/30/1939,C116,11.812
12/31/1939,C116,11.075
1/31/1940,C116,11.774
2/29/1940,C116,11.314
3/31/1940,C116,13.126
4/30/1940,C116,18.98
5/31/1940,C116,48.525
6/30/1940,C116,70.397
7/31/1940,C116,42.399
8/31/1940,C116,23.01
9/30/1940,C116,14.055
10/31/1940,C116,12.467
11/30/1940,C116,10.671
12/31/1940,C116,11.621
1/31/1941,C116,12.047
2/28/1941,C116,11.43
3/31/1941,C116,13.928
4/30/1941,C116,17.067
5/31/1941,C116,67.391
6/30/1941,C116,103.006
7/31/1941,C116,102.934
8/31/1941,C116,54.834
9/30/1941,C116,23.042
10/31/1941,C116,17.608
11/30/1941,C116,16.167
12/31/1941,C116,17.213
1/31/1942,C116,16.061
2/28/1942,C116,13.355
3/31/1942,C116,14.718
4/30/1942,C116,19.861
5/31/1942,C116,36.083
6/30/1942,C116,68.565
7/31/1942,C116,73.279
8/31/1942,C116,38.607
9/30/1942,C116,18.393
10/31/1942,C116,14.862
11/30/1942,C116,13.094
12/31/1942,C116,11.694
1/31/1943,C116,14.127
2/28/1943,C116,12.202
3/31/1943,C116,14.863
4/30/1943,C116,23.526
5/31/1943,C116,57.185
6/30/1943,C116,61.081
7/31/1943,C116,61.902
8/31/1943,C116,33.064
9/30/1943,C116,18.472
10/31/1943,C116,15.135
11/30/1943,C116,12.811
12/31/1943,C116,12.479
1/31/1944,C116,12.336
2/29/1944,C116,11.537
3/31/1944,C116,14.172
4/30/1944,C116,15.422
5/31/1944,C116,39.801
6/30/1944,C116,49.456
7/31/1944,C116,52.23
8/31/1944,C116,26.126
9/30/1944,C116,16.098
10/31/1944,C116,13.015
11/30/1944,C116,12.362
12/31/1944,C116,11.514
1/31/1945,C116,11.229
2/28/1945,C116,11.717
3/31/1945,C116,12.277
4/30/1945,C116,19.214
5/31/1945,C116,50.259
6/30/1945,C116,73.307
7/31/1945,C116,80.483
8/31/1945,C116,42.366
9/30/1945,C116,22.383
10/31/1945,C116,27.986
11/30/1945,C116,21.037
12/31/1945,C116,18.143
1/31/1946,C116,16.454
2/28/1946,C116,13.882
3/31/1946,C116,15.532
4/30/1946,C116,25.828
5/31/1946,C116,50.249
6/30/1946,C116,58.567
7/31/1946,C116,56.817
8/31/1946,C116,32.733
9/30/1946,C116,18.401
10/31/1946,C116,16.932
11/30/1946,C116,16.279
12/31/1946,C116,15.986
1/31/1947,C116,14.038
2/28/1947,C116,12.196
3/31/1947,C116,14.276
4/30/1947,C116,19.932
5/31/1947,C116,51.26
6/30/1947,C116,43.341
7/31/1947,C116,31.054
8/31/1947,C116,21.849
9/30/1947,C116,15.006
10/31/1947,C116,12.822
11/30/1947,C116,11.411
12/31/1947,C116,11.127
1/31/1948,C116,10.33
2/29/1948,C116,9.144
3/31/1948,C116,9.815
4/30/1948,C116,11.402
5/31/1948,C116,21.398
6/30/1948,C116,36.76
7/31/1948,C116,32.581
8/31/1948,C116,16.933
9/30/1948,C116,11.531
10/31/1948,C116,9.171
11/30/1948,C116,8.866
12/31/1948,C116,8.957
1/31/1949,C116,8.691
2/28/1949,C116,7.975
3/31/1949,C116,9.18
4/30/1949,C116,14.763
5/31/1949,C116,33.685
6/30/1949,C116,53.299
7/31/1949,C116,32.325
8/31/1949,C116,19.961
9/30/1949,C116,12.103
10/31/1949,C116,9.871
11/30/1949,C116,9.916
12/31/1949,C116,9.524
1/31/1950,C116,9.642
2/28/1950,C116,8.863
3/31/1950,C116,10.054
4/30/1950,C116,17.508
5/31/1950,C116,32.978
6/30/1950,C116,46.159
7/31/1950,C116,35.986
8/31/1950,C116,17.062
9/30/1950,C116,13.016
10/31/1950,C116,9.686
11/30/1950,C116,14.42
12/31/1950,C116,15.38
1/31/1951,C116,11.778
2/28/1951,C116,9.851
3/31/1951,C116,10.468
4/30/1951,C116,14.622
5/31/1951,C116,30.413
6/30/1951,C116,52.644
7/31/1951,C116,42.425
8/31/1951,C116,21.744
9/30/1951,C116,12.523
10/31/1951,C116,10.197
11/30/1951,C116,9.865
12/31/1951,C116,10.919
1/31/1952,C116,12.56
2/29/1952,C116,10.895
3/31/1952,C116,12.284
4/30/1952,C116,20.365
5/31/1952,C116,71.196
6/30/1952,C116,94.073
7/31/1952,C116,98.801
8/31/1952,C116,55.095
9/30/1952,C116,25.012
10/31/1952,C116,17.587
11/30/1952,C116,14.412
12/31/1952,C116,14.454
1/31/1953,C116,13.404
2/28/1953,C116,11.244
3/31/1953,C116,12.402
4/30/1953,C116,15.435
5/31/1953,C116,20.263
6/30/1953,C116,37.128
7/31/1953,C116,57.098
8/31/1953,C116,23.521
9/30/1953,C116,13.879
10/31/1953,C116,11.368
11/30/1953,C116,10.725
12/31/1953,C116,10.371
1/31/1954,C116,10.252
2/28/1954,C116,10.109
3/31/1954,C116,12.169
4/30/1954,C116,19.542
5/31/1954,C116,46.12
6/30/1954,C116,44.887
7/31/1954,C116,37.895
8/31/1954,C116,18.873
9/30/1954,C116,12.105
10/31/1954,C116,10.256
11/30/1954,C116,9.908
12/31/1954,C116,10.512
1/31/1955,C116,10.457
2/28/1955,C116,9.489
3/31/1955,C116,10.172
4/30/1955,C116,11.027
5/31/1955,C116,23.274
6/30/1955,C116,50.91
7/31/1955,C116,37.012
8/31/1955,C116,27.681
9/30/1955,C116,12.789
10/31/1955,C116,9.864
11/30/1955,C116,9.961
12/31/1955,C116,17.411
1/31/1956,C116,15.4
2/29/1956,C116,12.446
3/31/1956,C116,13.145
4/30/1956,C116,19.046
5/31/1956,C116,42.016
6/30/1956,C116,81.653
7/31/1956,C116,82.507
8/31/1956,C116,38.189
9/30/1956,C116,21.29
10/31/1956,C116,16.678
11/30/1956,C116,13.185
12/31/1956,C116,12.361
1/31/1957,C116,11.17
2/28/1957,C116,10.453
3/31/1957,C116,12.176
4/30/1957,C116,13.517
5/31/1957,C116,27.509
6/30/1957,C116,76.826
7/31/1957,C116,46.337
8/31/1957,C116,24.862
9/30/1957,C116,14.59
10/31/1957,C116,12.497
11/30/1957,C116,11.794
12/31/1957,C116,11.639
1/31/1958,C116,11.109
2/28/1958,C116,10.562
3/31/1958,C116,12.482
4/30/1958,C116,18.626
5/31/1958,C116,63.636
6/30/1958,C116,86.966
7/31/1958,C116,76.024
8/31/1958,C116,49.2
9/30/1958,C116,23.51
10/31/1958,C116,15.358
11/30/1958,C116,13.656
12/31/1958,C116,12.754
1/31/1959,C116,12.424
2/28/1959,C116,11.672
3/31/1959,C116,13.14
4/30/1959,C116,17.094
5/31/1959,C116,21.214
6/30/1959,C116,35.94
7/31/1959,C116,27.623
8/31/1959,C116,18.651
9/30/1959,C116,13.795
10/31/1959,C116,11.213
11/30/1959,C116,9.806
12/31/1959,C116,9.24
1/31/1960,C116,9.191
2/29/1960,C116,8.885
3/31/1960,C116,9.788
4/30/1960,C116,12.899
5/31/1960,C116,18.603
6/30/1960,C116,28.399
7/31/1960,C116,18.645
8/31/1960,C116,14.951
9/30/1960,C116,10.91
10/31/1960,C116,9.751
11/30/1960,C116,10.531
12/31/1960,C116,9.584
1/31/1961,C116,8.589
2/28/1961,C116,7.658
3/31/1961,C116,8.335
4/30/1961,C116,10.823
5/31/1961,C116,16.067
6/30/1961,C116,28.978
7/31/1961,C116,18.729
8/31/1961,C116,19.895
9/30/1961,C116,10.38
10/31/1961,C116,8.517
11/30/1961,C116,8.957
12/31/1961,C116,8.922
1/31/1962,C116,8.237
2/28/1962,C116,10.665
3/31/1962,C116,9.592
4/30/1962,C116,21.11
5/31/1962,C116,35.15
6/30/1962,C116,73.966
7/31/1962,C116,65.991
8/31/1962,C116,30.378
9/30/1962,C116,15.348
10/31/1962,C116,12.786
11/30/1962,C116,11.047
12/31/1962,C116,10.169
1/31/1963,C116,10.049
2/28/1963,C116,14.54
3/31/1963,C116,11.801
4/30/1963,C116,13.341
5/31/1963,C116,37.742
6/30/1963,C116,74.491
7/31/1963,C116,77.326
8/31/1963,C116,41.541
9/30/1963,C116,23.252
10/31/1963,C116,17.963
11/30/1963,C116,15.259
12/31/1963,C116,13.576
1/31/1964,C116,12.094
2/29/1964,C116,10.427
3/31/1964,C116,10.592
4/30/1964,C116,12.32
5/31/1964,C116,24.168
6/30/1964,C116,33.917
7/31/1964,C116,28.57
8/31/1964,C116,21.548
9/30/1964,C116,10.884
10/31/1964,C116,9.77
11/30/1964,C116,9.92
12/31/1964,C116,12.295
1/31/1965,C116,12.589
2/28/1965,C116,9.674
3/31/1965,C116,10.266
4/30/1965,C116,14.319
5/31/1965,C116,32.637
6/30/1965,C116,57.347
7/31/1965,C116,66.237
8/31/1965,C116,46.454
9/30/1965,C116,17.459
10/31/1965,C116,12.931
11/30/1965,C116,12.89
12/31/1965,C116,12.563
1/31/1966,C116,11.912
2/28/1966,C116,9.789
3/31/1966,C116,11.327
4/30/1966,C116,17.694
5/31/1966,C116,33.193
6/30/1966,C116,34.443
7/31/1966,C116,26.074
8/31/1966,C116,20.108
9/30/1966,C116,10.698
10/31/1966,C116,9.532
11/30/1966,C116,9.063
12/31/1966,C116,17.308
1/31/1967,C116,11.609
2/28/1967,C116,11.431
3/31/1967,C116,13.402
4/30/1967,C116,12.107
5/31/1967,C116,43.508
6/30/1967,C116,92.534
7/31/1967,C116,125.853
8/31/1967,C116,62.945
9/30/1967,C116,34.883
10/31/1967,C116,20.424
11/30/1967,C116,15.747
12/31/1967,C116,15.256
1/31/1968,C116,13.527
2/29/1968,C116,12.349
3/31/1968,C116,13.209
4/30/1968,C116,15.568
5/31/1968,C116,26.903
6/30/1968,C116,37.033
7/31/1968,C116,32.931
8/31/1968,C116,22.107
9/30/1968,C116,12.596
10/31/1968,C116,11.266
11/30/1968,C116,10.492
12/31/1968,C116,11
1/31/1969,C116,14.451
2/28/1969,C116,12.339
3/31/1969,C116,14.946
4/30/1969,C116,30.219
5/31/1969,C116,114.575
6/30/1969,C116,167.647
7/31/1969,C116,144.379
8/31/1969,C116,78.909
9/30/1969,C116,33.909
10/31/1969,C116,23.517
11/30/1969,C116,18.38
12/31/1969,C116,16.954
1/31/1970,C116,17.091
2/28/1970,C116,14.004
3/31/1970,C116,14.979
4/30/1970,C116,17.87
5/31/1970,C116,35.06
6/30/1970,C116,52.576
7/31/1970,C116,48.84
8/31/1970,C116,27.426
9/30/1970,C116,15.937
10/31/1970,C116,12.58
11/30/1970,C116,11.974
12/31/1970,C116,12.941
1/31/1971,C116,11.936
2/28/1971,C116,10.387
3/31/1971,C116,11.423
4/30/1971,C116,13.277
5/31/1971,C116,22.332
6/30/1971,C116,44.215
7/31/1971,C116,42.355
8/31/1971,C116,24.481
9/30/1971,C116,14.969
10/31/1971,C116,10.846
11/30/1971,C116,10.177
12/31/1971,C116,10.609
1/31/1972,C116,10.277
2/29/1972,C116,9.211
3/31/1972,C116,11.498
4/30/1972,C116,12.432
5/31/1972,C116,21.429
6/30/1972,C116,39.262
7/31/1972,C116,25.073
8/31/1972,C116,15.517
9/30/1972,C116,16.785
10/31/1972,C116,11.252
11/30/1972,C116,9.779
12/31/1972,C116,9.863
1/31/1973,C116,10.182
2/28/1973,C116,9.623
3/31/1973,C116,10.301
4/30/1973,C116,13.998
5/31/1973,C116,64.787
6/30/1973,C116,86.294
7/31/1973,C116,56.899
8/31/1973,C116,31.533
9/30/1973,C116,15.462
10/31/1973,C116,13.021
11/30/1973,C116,13.102
12/31/1973,C116,12.619
1/31/1974,C116,13.355
2/28/1974,C116,10.281
3/31/1974,C116,13.851
4/30/1974,C116,16.662
5/31/1974,C116,51.172
6/30/1974,C116,84.387
7/31/1974,C116,57.307
8/31/1974,C116,34.015
9/30/1974,C116,17.947
10/31/1974,C116,14.435
11/30/1974,C116,12.003
12/31/1974,C116,11.893
1/31/1975,C116,11.299
2/28/1975,C116,10.295
3/31/1975,C116,11.658
4/30/1975,C116,11.448
5/31/1975,C116,35.167
6/30/1975,C116,65.419
7/31/1975,C116,45.903
8/31/1975,C116,21.072
9/30/1975,C116,16.402
10/31/1975,C116,13.057
11/30/1975,C116,11.179
12/31/1975,C116,10.279
1/31/1976,C116,9.803
2/29/1976,C116,9.167
3/31/1976,C116,9.779
4/30/1976,C116,10.398
5/31/1976,C116,25.317
6/30/1976,C116,22.056
7/31/1976,C116,22.744
8/31/1976,C116,16.466
9/30/1976,C116,20.776
10/31/1976,C116,16.628
11/30/1976,C116,11.304
12/31/1976,C116,10.032
1/31/1977,C116,9.625
2/28/1977,C116,8.4
3/31/1977,C116,9.087
4/30/1977,C116,12.003
5/31/1977,C116,14.135
6/30/1977,C116,30.043
7/31/1977,C116,19.341
8/31/1977,C116,16.19
9/30/1977,C116,10.361
10/31/1977,C116,8.645
11/30/1977,C116,7.993
12/31/1977,C116,9.006
1/31/1978,C116,10.169
2/28/1978,C116,10.525
3/31/1978,C116,15.008
4/30/1978,C116,18.793
5/31/1978,C116,52.243
6/30/1978,C116,106.324
7/31/1978,C116,102.152
8/31/1978,C116,62.313
9/30/1978,C116,41.562
10/31/1978,C116,20.375
11/30/1978,C116,16.289
12/31/1978,C116,14.404
1/31/1979,C116,14.344
2/28/1979,C116,12.565
3/31/1979,C116,13.996
4/30/1979,C116,16.656
5/31/1979,C116,45.718
6/30/1979,C116,59.414
7/31/1979,C116,48.075
8/31/1979,C116,27.975
9/30/1979,C116,17.546
10/31/1979,C116,15.137
11/30/1979,C116,12.337
12/31/1979,C116,11.57
1/31/1980,C116,15.562
2/29/1980,C116,14.296
3/31/1980,C116,14.768
4/30/1980,C116,21.294
5/31/1980,C116,51.571
6/30/1980,C116,93.013
7/31/1980,C116,115.506
8/31/1980,C116,58.485
9/30/1980,C116,25.016
10/31/1980,C116,18.613
11/30/1980,C116,15.123
12/31/1980,C116,14.664
1/31/1981,C116,13.202
2/28/1981,C116,11.97
3/31/1981,C116,13.183
4/30/1981,C116,18.22
5/31/1981,C116,35.412
6/30/1981,C116,57.333
7/31/1981,C116,32.206
8/31/1981,C116,21.908
9/30/1981,C116,15.587
10/31/1981,C116,12.935
11/30/1981,C116,13.235
12/31/1981,C116,12.509
1/31/1982,C116,12.705
2/28/1982,C116,11.032
3/31/1982,C116,12.977
4/30/1982,C116,21.284
5/31/1982,C116,54.984
6/30/1982,C116,81.82
7/31/1982,C116,88.819
8/31/1982,C116,62.097
9/30/1982,C116,49.767
10/31/1982,C116,29.151
11/30/1982,C116,20.681
12/31/1982,C116,19.219
1/31/1983,C116,18.068
2/28/1983,C116,16.562
3/31/1983,C116,20.945
4/30/1983,C116,18.998
5/31/1983,C116,57.342
6/30/1983,C116,133.264
7/31/1983,C116,108.896
8/31/1983,C116,90.058
9/30/1983,C116,43.022
10/31/1983,C116,26.636
11/30/1983,C116,21.479
12/31/1983,C116,21.396
1/31/1984,C116,18.157
2/29/1984,C116,15.734
3/31/1984,C116,17.838
4/30/1984,C116,21.752
5/31/1984,C116,55.91
6/30/1984,C116,57.703
7/31/1984,C116,64.319
8/31/1984,C116,42.95
9/30/1984,C116,26.613
10/31/1984,C116,18.802
11/30/1984,C116,16.67
12/31/1984,C116,16.902
1/31/1985,C116,15.219
2/28/1985,C116,13.171
3/31/1985,C116,14.536
4/30/1985,C116,27.79
5/31/1985,C116,44.656
6/30/1985,C116,59.957
7/31/1985,C116,43.358
8/31/1985,C116,24.892
9/30/1985,C116,17.19
10/31/1985,C116,13.049
11/30/1985,C116,13.017
12/31/1985,C116,13.857
1/31/1986,C116,13.119
2/28/1986,C116,18.569
3/31/1986,C116,24.303
4/30/1986,C116,33.466
5/31/1986,C116,81.826
6/30/1986,C116,127.483
7/31/1986,C116,87.081
8/31/1986,C116,47.889
9/30/1986,C116,25.147
10/31/1986,C116,18.914
11/30/1986,C116,15.209
12/31/1986,C116,14.108
1/31/1987,C116,13.223
2/28/1987,C116,12.128
3/31/1987,C116,13.082
4/30/1987,C116,17.079
5/31/1987,C116,30.79
6/30/1987,C116,36.674
7/31/1987,C116,26.447
8/31/1987,C116,19.308
9/30/1987,C116,12.933
10/31/1987,C116,10.978
11/30/1987,C116,10.568
12/31/1987,C116,9.995
1/31/1988,C116,10.553
2/29/1988,C116,9.233
3/31/1988,C116,10.986
4/30/1988,C116,15.043
5/31/1988,C116,25.094
6/30/1988,C116,37.401
7/31/1988,C116,28.61
8/31/1988,C116,18.95
9/30/1988,C116,13.352
10/31/1988,C116,9.84
11/30/1988,C116,9.079
12/31/1988,C116,9.802
1/31/1989,C116,9.349
2/28/1989,C116,8.662
3/31/1989,C116,11.598
4/30/1989,C116,20.939
5/31/1989,C116,27.678
6/30/1989,C116,35.577
7/31/1989,C116,24.974
8/31/1989,C116,16.278
9/30/1989,C116,12.138
10/31/1989,C116,11.03
11/30/1989,C116,9.217
12/31/1989,C116,8.751
1/31/1990,C116,8.97
2/28/1990,C116,8.124
3/31/1990,C116,9.201
4/30/1990,C116,13.281
5/31/1990,C116,20.121
6/30/1990,C116,26.825
7/31/1990,C116,23.639
8/31/1990,C116,13.877
9/30/1990,C116,10.218
10/31/1990,C116,9.484
11/30/1990,C116,7.995
12/31/1990,C116,7.666
1/31/1991,C116,7.388
2/28/1991,C116,6.49
3/31/1991,C116,9.822
4/30/1991,C116,10.243
5/31/1991,C116,22.698
6/30/1991,C116,49.173
7/31/1991,C116,36.133
8/31/1991,C116,17.266
9/30/1991,C116,11.578
10/31/1991,C116,9.02
11/30/1991,C116,8.665
12/31/1991,C116,8.059
1/31/1992,C116,7.849
2/29/1992,C116,7.83
3/31/1992,C116,8.648
4/30/1992,C116,16.577
5/31/1992,C116,40.404
6/30/1992,C116,33.841
7/31/1992,C116,21.495
8/31/1992,C116,15.697
9/30/1992,C116,10.195
10/31/1992,C116,9.321
11/30/1992,C116,8.959
12/31/1992,C116,8.912
1/31/1993,C116,10.187
2/28/1993,C116,8.903
3/31/1993,C116,12.694
4/30/1993,C116,18.768
5/31/1993,C116,53.244
6/30/1993,C116,67.776
7/31/1993,C116,70.847
8/31/1993,C116,35.423
9/30/1993,C116,17.979
10/31/1993,C116,16.313
11/30/1993,C116,14.93
12/31/1993,C116,15.907
1/31/1994,C116,14.813
2/28/1994,C116,15.227
3/31/1994,C116,14.861
4/30/1994,C116,14.871
5/31/1994,C116,14.71
6/30/1994,C116,14.76
7/31/1994,C116,16.707
8/31/1994,C116,16.549
9/30/1994,C116,14.85
10/31/1994,C116,14.706
11/30/1994,C116,14.656
12/31/1994,C116,15.034
1/31/1995,C116,17.739
2/28/1995,C116,15.403
3/31/1995,C116,36.197
4/30/1995,C116,27.687
5/31/1995,C116,23.685
6/30/1995,C116,74.765
7/31/1995,C116,125.831
8/31/1995,C116,56.141
9/30/1995,C116,28.952
10/31/1995,C116,21.584
11/30/1995,C116,21.773
12/31/1995,C116,25.998
1/31/1996,C116,22.345
2/29/1996,C116,30.823
3/31/1996,C116,28.656
4/30/1996,C116,22.586
5/31/1996,C116,40.664
6/30/1996,C116,68.336
7/31/1996,C116,40.667
8/31/1996,C116,22.575
9/30/1996,C116,19.708
10/31/1996,C116,20.073
11/30/1996,C116,24.754
12/31/1996,C116,23.73
1/31/1997,C116,54.818
2/28/1997,C116,21.097
3/31/1997,C116,23.972
4/30/1997,C116,18.957
5/31/1997,C116,45.769
6/30/1997,C116,61.186
7/31/1997,C116,33.341
8/31/1997,C116,20.847
9/30/1997,C116,19.439
10/31/1997,C116,21.004
11/30/1997,C116,19.885
12/31/1997,C116,19.437
1/31/1998,C116,21.886
2/28/1998,C116,23.181
3/31/1998,C116,30.116
4/30/1998,C116,32.849
5/31/1998,C116,22.006
6/30/1998,C116,64.046
7/31/1998,C116,102.566
8/31/1998,C116,31.543
9/30/1998,C116,28.346
10/31/1998,C116,25.295
11/30/1998,C116,23.438
12/31/1998,C116,23.652
1/31/1999,C116,19.113
2/28/1999,C116,19.475
3/31/1999,C116,17.114
4/30/1999,C116,18.588
5/31/1999,C116,28.464
6/30/1999,C116,44.137
7/31/1999,C116,24.836
8/31/1999,C116,16.873
9/30/1999,C116,19.375
10/31/1999,C116,18.278
11/30/1999,C116,15.638
12/31/1999,C116,14.653
1/31/2000,C116,14.673
2/29/2000,C116,15.717
3/31/2000,C116,15.441
4/30/2000,C116,15.13
5/31/2000,C116,23.932
6/30/2000,C116,37.281
7/31/2000,C116,18.199
8/31/2000,C116,15.942
9/30/2000,C116,14.934
10/31/2000,C116,17.333
11/30/2000,C116,14.732
12/31/2000,C116,14.894
1/31/2001,C116,15.134
2/28/2001,C116,16.02
3/31/2001,C116,15.688
4/30/2001,C116,14.747
5/31/2001,C116,24.324
6/30/2001,C116,15.009
7/31/2001,C116,15.215
8/31/2001,C116,15.162
9/30/2001,C116,14.656
10/31/2001,C116,14.709
11/30/2001,C116,14.909
12/31/2001,C116,14.989
1/31/2002,C116,14.655
2/28/2002,C116,14.978
3/31/2002,C116,14.653
4/30/2002,C116,14.886
5/31/2002,C116,14.937
6/30/2002,C116,19.056
7/31/2002,C116,15.746
8/31/2002,C116,14.697
9/30/2002,C116,14.978
10/31/2002,C116,14.71
11/30/2002,C116,15.461
12/31/2002,C116,15.475
1/31/2003,C116,15.79
2/28/2003,C116,15.215
3/31/2003,C116,16.323
4/30/2003,C116,14.979
5/31/2003,C116,15.934
6/30/2003,C116,59.627
7/31/2003,C116,16.487
8/31/2003,C116,15.179
9/30/2003,C116,14.984
10/31/1921,C146,0
11/30/1921,C146,0
12/31/1921,C146,0
1/31/1922,C146,0
2/28/1922,C146,0
3/31/1922,C146,0
4/30/1922,C146,0
5/31/1922,C146,0
6/30/1922,C146,0
7/31/1922,C146,0
8/31/1922,C146,0
9/30/1922,C146,0
10/31/1922,C146,0
11/30/1922,C146,0
12/31/1922,C146,0
1/31/1923,C146,0
2/28/1923,C146,0
3/31/1923,C146,0
4/30/1923,C146,0
5/31/1923,C146,0
6/30/1923,C146,0
7/31/1923,C146,0
8/31/1923,C146,0
9/30/1923,C146,0
10/31/1923,C146,0
11/30/1923,C146,0
12/31/1923,C146,0
1/31/1924,C146,0
2/29/1924,C146,0
